PERMNO,HdrCUSIP,SecurityNm,Ticker,PERMCO,IssuerNm,MthCalDt,MthPrc,MthPrcDt
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-01-31,130.360000,2023-01-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-02-28,143.750000,2023-02-28
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-03-31,154.850000,2023-03-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-04-28,165.680000,2023-04-28
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-05-31,181.420000,2023-05-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-06-30,199.880000,2023-06-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-07-31,190.620000,2023-07-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-08-31,202.620000,2023-08-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-09-29,197.660000,2023-09-29
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-10-31,194.980000,2023-10-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-11-30,223.050000,2023-11-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2023-12-29,215.320000,2023-12-29
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-01-31,242.560000,2024-01-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-02-29,253.330000,2024-02-29
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-03-28,250.230000,2024-03-28
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-04-30,206.060000,2024-04-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-05-31,219.540000,2024-05-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-06-28,246.680000,2024-06-28
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-07-31,255.380000,2024-07-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-08-30,264.430000,2024-08-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-09-30,281.380000,2024-09-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-10-31,263.360000,2024-10-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2024-11-29,285.440000,2024-11-29
